(1, Abate de animais, 400094
(510, Monitoramento de sistemas de computadores por acesso remoto, 420215
(511, Monitorização de alarmes anti-roubo e de segurança, 450194
(512, Montagem de andaimes, 370093
(513, Montagem de estandes de feira de exposições e lojas, 370115
(514, Montagem de materiais sob encomenda [para terceiros], 400083
(515, Negociação e conclusão de transações comerciais para terceiros, 350116
(516, Negócios de gestão hoteleira, 350078
(517, Niquelagem, 400045
(518, Operação de loterias, 410081
(519, Operação de portas de eclusas, 390032
(520, Operações bancárias de hipoteca, 360040
(521, Operações de câmbio, 360019
(522, Operações de resgate, 390082
(523, Orçamento [avaliação financeira], 360103
(524, Organização de bailes, 410082
(525, Organização de competições [educação ou entretenimento], 410010
(526, Organização de competições desportivas, 410059
(527, Organização de concursos de beleza, 410077
(528, Organização de cruzeiros [viagens], 390024
(529, Organização de desfiles de moda para fins de entretenimento, 410188
(530, Organização de encontros religiosos, 450184
(531, Organização de espetáculos [shows] [serviços de empresário], 410083
(532, Organização de eventos de moda para fins promocionais, 350103
(533, Organização de excursões, 390050
(534, Organização de exposições para fins comerciais ou publicitários, 350064
(535, Organização de exposições para fins culturais ou educativos, 410051
(536, Organização de feiras para fins comerciais ou publicitários, 350082
(537, Organização e apresentação de colóquios, 410044
(538, Organização e apresentação de conferências, 410045
(539, Organização e apresentação de congressos, 410046
(540, Organização e apresentação de oficinas de trabalho [treinamento], 410076
(541, Organização e apresentação de seminários, 410070
(542, Organização e apresentação de simpósios, 410072
(543, Organização e e condução de fóruns educacionais presenciais, 410203
(544, Organização e regência de concertos, 410186
(545, Organização e regência de concertos, 410185
(546, Orientação [Treinamento], 410189
(547, Orientação vocacional, 410102
(548, Otimização de tráfego de website, 350112
(549, Otimização de ferramenta de busca para fins de promoção de vendas, 350111
(550, Parteira, 440152
(551, Passar roupa a ferro, 370079
(552, Passar roupa a vapor, 370062
(553, Patrocínio financeiro, 360071
(554, Pavimentação de rua, 370109
(555, Pensão para animais, 430134
(556, Perfumar o ar, 400082
(557, Perfuração de poços, 370114
(558, Perfuração de poços profundos de petróleo ou de gás., 370133
(559, Pesquisa bacteriológica, 420017
(560, Pesquisa biológica, 420190
(561, Pesquisa científica, 420222
(562, Pesquisa de dados em arquivos de computador [para terceiros], 350086
(563, Pesquisa de marketing, 350051
(564, Pesquisa e desenvolvimento, para terceiros, de novos produtos, 420161
(565, Pesquisa em física, 420096
(566, Pesquisa em negócios, 350041
(567, Pesquisa genealógica, 450216
(568, Pesquisa no campo de proteção ambiental, 420208
(569, Pesquisas de opinião, 350066
(570, Pesquisas em cosmética, 420045
(571, Pesquisas em mecânica, 420101
(572, Pesquisas geológicas, 420119
(573, Pesquisas jurídicas, 450210
(574, Pesquisas químicas, 420031
(575, Pesquisas técnicas, 420040
(576, Piercing, 440216
(577, Pilotagem, 390052
(578, Pintura ou reparo de letreiros, 370040
(579, Pintura para calçados, 400016
(580, Pintura, de interior e de exterior, 370068
(581, Pisoamento de tecidos, 400120
(582, Planejamento de festas, 410060
(583, Planejamento e organização de cerimônias de casamento, 450217
(584, Planejamento urbano, 420192
(585, Plantação de árvores com a finalidade de compensação de carbono, 440206
(586, Polimento, 370069
(587, Polimento de veículo, 370072
(588, Polimento de vidro óptico, 400088
(589, Polimento por abrasão, 400048
(590, Prateação [revestimento com prata], 400007
(591, Pré-encolhimento de tecidos, 400069
(592, Preparação de declarações de impostos, 350073
(593, Preparação de folha de pagamento, 350067
(594, Previsão do tempo, 420234
(595, Previsões econômicas, 350063
(596, Previsões meteorológicas, 420076
(597, Processamento administrativo de pedidos de compra, 350095
(598, Processamento de filmes cinematográficos, 400002
(599, Processamento de óleo, 400091
(600, Processamento de pagamento de cartão de crédito, 360056
(601, Processamento de pagamento de cartão de debito, 360057
(602, Processamento de texto, 350075
(603, Produção de energia, 400103
(604, Produção de filmes publicitários, 350104
(605, Produção de filmes, exceto para fins de publicidade, 410020
(606, Produção de programas de rádio e televisão, 410026
(607, Produção de programas de televisão e rádio, 410026
(608, Produção de shows, 410030
(609, Produção musical, 410196
(610, Produções teatrais, 410029
(611, Programação de computador [informática], 420090
(612, Programas de entretenimento de rádio, 410015
(613, Programas de entretenimento de televisão, 410031
(614, Projeto de sistema de computadores, 420194
(615, Promoção de vendas [para terceiros], 350071
(616, Propaganda, 350039
(617, Prospecção de petróleo, 420095
(618, Prospecções geológicas, 420118
(619, Provedores de serviços terceirizados na área de tecnologia da informação, 420230
(620, Provimento de acesso à rede global de computadores, 380040
(621, Provimento de acomodações em acampamento, 430026
(622, Provimento de canais de telecomunicação para serviços de telecompras, 380042
(623, Provimento de informação sobre tecnologia e programação de computadores através de um website, 420227
(624, Provimento de informações financeiras através de uma website, 360113
(625, Provimento de informações sobre negócios através de um website, 350119
(626, Provimento de instalações desportivas, 410035
(627, Provimento de instalações para cassino [jogos de azar], 410042
(628, Provimento de instalações para golfe, 410053
(629, Provimento de instalações para museus [apresentações e exposições], 410062
(630, Provimento de instalações para recreação, 410014
(631, Provimento de instalações para salas de cinema, 410057
(632, Provimento de mercado online para compradores e vendedores produtos e serviços, 350120
(633, Provimento de música online, não baixável, 410200
(634, Provimento de salas de bate-papo, 380043
(635, Provimento de serviços para jogos eletrônicos, 410084
(636, Provimento de serviços para jogos on-line [computadores], 410094
(637, Provimento de vídeos online, não baixáveis, 410201
(638, Provimento de canais de telecomunicação, para serviços de telecompras, 380042
(639, Provimento de publicações eletrônicas on-line [não downloadable], 410099
(640, Provisão de informação científica, aconselhamento e consultoria na área de compensação de carbonos., 420212
(641, Publicação de livros, 410024
(642, Publicação de textos [exceto para publicidade], 410016
(643, Publicação de textos publicitários, 350038
(644, Publicação on-line de livros e periódicos eletrônicos, 410091
(645, Publicidade, 350039
(646, Publicidade de rádio, 350040
(647, Publicidade de televisão, 350044
(648, Publicidade externa [letreiros, outdoors], 350003
(649, Publicidade on-line em rede de computadores, 350084
(650, Publicidade pay-per-click, 350113
(651, Publicidade por catálogos de vendas, 350077
(652, Publicidade por mala direta, 350024
(653, Purificação de ar, 400003
(654, Quebra-gelo, 390013
(655, Quiroprática, 440032
(656, Radiodifusão, 380003
(657, Rastreamento de bens roubados, 450222
(658, Reabilitação de toxicomaníacos, 440195
(659, Rebitagem, 370081
(660, Reboque, 390054
(661, Recarga de cartuchos de toner, 370130
(662, Recauchutagem de pneus, 370077
(663, Reciclagem de lixo e resíduos, 400068
(664, Reciclagem de resíduos e lixo, 400068
(665, Reciclagem profissional, 410195
(666, Recondicionamento de máquinas desgastadas ou parcialmente destruídas, 370119
(667, Recondicionamento de motores desgastados ou parcialmente destruídos, 370118
(668, Recrutamento de pessoal, 350068
(669, Recuperação de dados [informática], 420175
(670, Redação de roteiros para fins publicitários, 350132
(671, Redação de textos publicitários, 350099
(672, Redação de textos, exceto publicitários*, 410184
(673, Reestanhagem, 370080
(674, Reforma de roupas, 370022
(675, Reforma de roupas, 400098
(676, Registro de nomes de domínio [serviços jurídicos], 450213
(677, Relações públicas, 350042
(678, Reparo de fechaduras de segurança, 370125
(679, Reparo de guarda-chuvas, 370065
(680, Reparo de guarda-sol, 370066
(681, Reparo de linhas de transmissão de energia, 370136
(682, Reparo e manutenção de projetor de filmes, 370046
(683, Reparos de relógios, 370051
(684, Reparos subaquáticos, 370111
(685, Reportagens fotográficas, 410100
(686, Reprodução de documentos, 350026
(687, Reserva de assentos para viagem, 390056
(688, Reservas de acomodações temporárias, 430162
(689, Reservas de lugares para shows, 410078
(690, Reservas em hotéis, 430105
(691, Reservas em pensões [alojamento], 430104
(692, Reservas para transporte, 390083
(693, Reservas para viagens, 390084
(694, Restauração de instrumentos musicais, 370127
(695, Restauração de mobiliário, 370060
(696, Revelação de filme fotográfico, 400023
(697, Revestimento com cádmio, 400013
(698, Salvamento [naufrágio], 390057
(699, Salvamento de navios, 390015
(700, Salvamento subaquático, 390085
(701, Segurança pessoal, 450001
(702, Seguro contra acidentes, 360001
(703, Seguros, 360012
(704, Seguros contra incêndio, 360034
(705, Seguros de saúde, 360038
(706, Seguros de vida, 360044
(707, Seguros marítimos, 360039
(708, Selaria [seleiro], 400051
(709, Serigrafia, 400115
(710, Serragem [serraria], 400052
(711, Serviço de acompanhantes, 450002
(712, Serviço de consultoria de estilo, 450227
(713, Serviço de bufê, 430010
(714, Serviço de declaração de impostos, 350123
(715, Serviço de fabricação de neve artificial, 370123
(716, Serviço de monitoramento de direitos de propriedade intelectual para fins de aconselhamento jurídico, 450209
(717, Serviço de ortofonia [articulação correta das palavras], 440211
(718, Serviço de reparo de panes em veículos, 370089
(719, Serviço de tatuagem, 440197
(720, Serviços atuariais, 360003
(721, Serviços bancários, 360013
(722, Serviços bancários de acesso remoto [online banking], 360072
(723, Serviços bancários de poupança, 360041
(724, Serviços científicos de laboratório, 420217
(725, Serviços de abrigos para doentes e desamparados, 440147
(726, Serviços de acampamentos desportivos, 410071
(727, Serviços de acomodação, em casas, para turistas, 430071
(728, Serviços de agência de adoção, 450193
(729, Serviços de agenciamento de ingressos, 410183
(730, Serviços de agências de acomodações [hotéis, pensões], 430004
(731, Serviços de agências de cobranças de dívidas, 360009
(732, Serviços de agências de crédito, 360006
(733, Serviços de agências de detetives, 450003
(734, Serviços de agências de emprego, 350012
(735, Serviços de agências de informação comercial, 350006
(736, Serviços de agências de importação-exportação, 350005
(737, Serviços de agências de notícias, 380012
(738, Serviços de agências de propaganda, 350047
(739, Serviços de agências de publicidade, 350047
(740, Serviços de agências imobiliárias, 360007
(741, Serviços de agências imobiliárias de locação de apartamentos, 360045
(742, Serviços de agências matrimoniais, 450112
(743, Serviços de agente funerário, 450057
(744, Serviços de aluguel de projetores e acessórios cinematográficos, 410006
(745, Serviços de alvenaria, 370059
(746, Serviços de aquacultura, 440207
(747, Serviços de arbitragem, 450205
(748, Serviços de arquitetura, 420011
(749, Serviços de arranjo de flores, 440143
(750, Serviços de asilos para idosos, 440013
(751, Serviços de bancos de sangue, 440133
(752, Serviços de banhos públicos para fins higiênicos, 440018
(753, Serviços de banhos turcos, 440019
(754, Serviços de bar, 430138
(755, Serviços de boates [entretenimento], 410098
(756, Serviços de bibliotecas itinerantes, 410041
(757, Serviços de bordar, 400063
(758, Serviços de cabeleireiro, 440043
(759, Serviços de cafés [bares], 430024
(760, Serviços de cafeteria, 430025
(761, Serviços de cantinas, 430027
(762, Serviços de caixa postal de voz [secretária eletrônica], 350074
(763, Serviços de caldeireiro, 400099
(764, Serviços de carpintaria, 370132
(765, Serviços de cartografia, 420228
(766, Serviços de cartomancia, 450226
(767, Serviços de casas de repouso, 440219
(768, Serviços de centros médicos, 440209
(769, Serviços de chofer, 390074
(770, Serviços de clínicas de convalescença, 440043
(771, Serviços de clínica de repouso, 440114
(772, Serviços de clínica médica, 440021
(773, Serviços de clipping, 350088
(774, Serviços de clubes [lazer ou educação], 410043
(775, Serviços de cobertura de telhado, 370122
(776, Serviços de cobrança, 360023
(777, Serviços de cobrança de aluguel, 360063
(778, Serviços de composição musical, 410097
(779, Serviços de compras para terceiros [compra de produtos e serviços para outras empresas], 350085
(780, Serviços de consultoria fiscal [valoração], 360025
(781, Serviços de correio de voz, 380045
(782, Serviços de corretagem de ações, 360110
(783, Serviços de creches [berçários], 430098
(784, Serviços de cremação, 450047
(785, Serviços de criação em artes gráficas, 420144
(786, Serviços de crioconservação, 400121
(787, Serviços de depósito em cofres bancários, 360022
(788, Serviços de desenho de embalagens, 420050
(789, Serviços de despachantes de frete, 390072
(790, Serviços de difusão sem fio [telecomunicações], 380048
(791, Serviços de divertimento, 410004
(792, Serviços de discoteca, 410047
(793, Serviços de enterros [funerais], 450056
(794, Serviços de entretenimento, 410004
(795, Serviços de DJ, 410191
(796, Serviços de educação, 410017
(797, Serviços de empréstimo com garantia de ações, 360108
(798, Serviços de empréstimo de livos por bibliotecas, 410023
(799, Serviços de encanamento, 370071
(800, Serviços de encontros, 450005
(801, Serviços de engarrafamento, 390100
(802, Serviços de ensino, 410017
(803, serviços de escolas [educação], 410199
(804, Serviços de espetáculos, 410007
(805, Serviços de estúdios de cinema, 410008
(806, Serviços de estúdios de gravação, 410063
(807, Serviços de fabricação de neve artificial, 370123
(808, Serviços de farmacêuticos para preparação de receitas, 440204
(809, Serviços de ferreiro, 400029
(810, Serviços de financiamento, 360029
(811, Serviços de fotocomposição, 400114
(812, Serviços de fotocópias, 350009
(813, Serviços de fundos de previdência, 360109
(814, serviços de garantias [fianças], 360018
(815, Serviços de gestão de negócios para projetos de construção, 350118
(816, Serviços de guarda [vigilância, segurança], 450099
(817, Serviços de guarda noturna, 450006
(818, Serviços de hotéis, 430073
(819, Serviços de impressão de extratos de contas, 350016
(820, Serviços de instrução, 410017
(821, Serviços de instrução de aulas de atividade física, 410194
(822, Serviços de intermediação comercial, 350114
(823, Serviços de intérprete [idiomas], 410192
(824, Serviços de isolamento para edificações, 370054
(825, Serviços de jardins zoológicos, 410033
(826, Serviços de jateamento abrasivo, 400122
(827, Serviços de karaokê, 410095
(828, Serviços de jogos de azar, 410052
(829, Serviços de lanchonetes, 430108
(830, Serviços de layout para fins publicitários, 350101
(831, Serviços de layout, exceto para fins publicitários, 410187
(832, Serviços de lembrete de compromissos [funções de escritório], 350130
(833, Serviços de liquidação financeira, 360073
(834, Serviços de logística em matéria de transporte, 390101
(835, Serviços de marcação de compromissos [funções de escritório], 350129
(836, Serviços de medicina alternativa, 440210
(837, Serviços de mensageiros [mensagens ou mercadorias], 390075
(838, Serviços de modelos vivos para artistas, 410036
(839, Serviços de motéis, 430183
(840, Serviços de notificação de débitos, 360111
(841, Serviços de oculista, 440092
(842, Serviços de odontologia, 440113
(843, Serviços de orquestra, 410028
(844, Serviços de pagamento de fiança, 360118
(845, Serviços de parques de diversão, 410003
(846, Serviços de peleteria, 400047
(847, Serviços de penhor, 360031
(848, Serviços de pensão, 430066
(849, Serviços de personal trainer [Serviços de academia de ginástica], 410193
(850, Serviços de postos de gasolina, 370083
(851, Serviços de preparação de documentos jurídicos, 450221
(852, Serviços de psicólogos, 
(853, Serviços de química, 420030
(854, Serviços de realocação para empresas, 350069
(855, Serviços de reboco, 370070
(856, Serviços de reboque de veículos em pane, 390007
(857, Serviços de redes sociais online, 450218
(858, Serviços de refino, 400093
(859, Serviços de reflorestamento, 440217
(860, Serviços de remoção, 390065
(861, Serviços de restaurantes, 430102
(862, Serviços de restaurantes de auto-serviço, 430107
(863, Serviços de roteamento e junção de telecomunicações, 380038
(864, Serviços de roteirização, exceto para fins publicitários, 410089
(865, Serviços de salões de beleza, 440020
(866, Serviços de sanatórios, 440106
(867, Serviços de saúde, 440060
(868, Serviços de saúde em spa, 440202
(869, Serviços de sauna, 440200
(870, Serviços de secretária eletrônica [caixa postal de voz], 350074
(871, Serviços de secretariado, 350072
(872, Serviços de separação de cores, 400107
(873, Serviços de solário, 440201
(874, Serviços de telechamadas [rádio, telefone ou outros meios de comunicação eletrônica], 380028
(875, Serviços de teleconferência, 380039
(876, Serviços de telefonia, 380009
(877, Serviços de telegrafia, 380007
(878, Serviços de telemarketing, 350107
(879, Serviços de telex, 380011
(880, Serviços de terapia, 440205
(881, Serviços de tinturaria, 400056
(882, Serviços de transporte por barcaça, 390016
(883, Serviços de videoconferência, 380049
(884, Serviços de vigilância noturna, 450006
(885, Serviços de visagistas, 440203
(886, Serviços de transporte para visitas turísticas, 390025
(887, Serviços de viveiros de plantas, 440094
(888, Serviços de academia de ginástica [treinamento físico e para a saúde], 410054
(889, Serviços extrajudiciais de resolução de disputas, 450214
(890, Serviços fiduciários, 360028
(891, Serviços financeiros de agências alfandegárias, 360011
(892, Serviços hospitalares, 440059
(893, Serviços jurídicos, 450211
(894, Serviços ortodônticos, 440214
(895, Serviços técnicos de odontologia, 400102
(896, Sistematização de informações em bancos de dados de computador, 350081
(897, Software como serviço [SaaS], 420220
(898, Soldagem, 400125
(899, Soltura de pombos para ocasiões especiais, 450219
(900, Sopramento de vidro, 400062
(901, Streaming [distribuição de dados], 380051
(902, Supervisão de trabalhos de construção civil, 370031
(903, Supressão de interferência em aparelhos elétricos, 370117
(904, Taquigrafia, 350043
(905, Taxidermia, 400055
(906, Teledifusão, 380005
(907, Teledifusão por cabo, 380021
(908, Temperamento de metal, 400043
(909, Terceirização [assistência empresarial], 350097
(910, Teste de materiais, 420058
(911, Teste de têxteis, 420109
(912, Testes em poços de petróleo, 420042
(913, Testes psicológicos, para seleção de pessoal, 350090
(914, Tingimento de couro, 400019
(915, Tingimento de tecidos, 400060
(916, Tingimento de têxteis, 400057
(917, Tintura para peles [peleteria], 400072
(918, Toalete de animais, 440131
(919, Toalete de animais de estimação, 440173
(920, Trabalho em couro, 400064
(921, Trabalhos em madeira, 400009
(922, Tracejamento a laser, 400086
(923, Tracejamento com laser, 400086
(924, Tradução, 410104
(925, Transcrição de comunicações [funções de escritório], 350045
(926, Transferência eletrônica de fundos, 360058
(927, Transmissão de arquivos digitais, 380047
(928, Transmissão de cartões de felicitações on line, 380046
(929, Transmissão de correio eletrônico, 380025
(930, Transmissão de mensagem, 380004
(931, Transmissão de mensagens e de imagens por meio de computador, 380024
(932, Transmissão de telegramas, 380006
(933, Transmissão de vídeo sob demanda, 380053
(934, Transmissão por fac-símile [fax], 380026
(935, Transmissão por satélite, 380035
(936, Transporte, 390048
(937, Transporte aéreo, 390004
(938, Transporte de móveis, 390047
(939, Transporte de passageiros, 390051
(940, Transporte de viajantes, 390063
(941, Transporte e armazenagem de detritos, 390064
(942, Transporte e armazenagem de lixo, 390064
(943, Transporte em embarcação para recreio, 390011
(944, Transporte ferroviário, 390018
(945, Transporte fluvial, 390037
(946, Transporte marítimo, 390061
(947, Transporte por ambulância, 390006
(948, Transporte por balsa, 390036
(949, Transporte por balsa, 390103
(950, Transporte por barco, 390049
(951, Transporte por bonde, 390059
(952, Transporte por bondes, 390059
(953, Transporte por caminhão, 390014
(954, Transporte por carro, 390009
(955, Transporte por carroças, 390017
(956, Transporte por carro-forte, 390062
(957, Transporte por oleoduto, 390041
(958, Transporte por ônibus, 390010
(959, Transporte por táxi, 390058
(960, Transporte, sob escolta, de valores, 390106
(961, Tratamento antiferrugem, 370037
(962, Tratamento antioxidante para veículos, 370082
(963, Tratamento antitraça para têxteis, 400059
(964, Tratamento antitraças para peles [peleteria], 400030
(965, Tratamento antivincos para roupas, 400038
(966, Tratamento de água, 400025
(967, Tratamento de lã, 400039
(968, Tratamento de lixo [transformação], 400097
(969, Tratamento de metal, 400042
(970, Tratamento de tecidos, 400058
(971, Tratamento de têxteis, 400058
(972, Tratamento para papel, 400061
(973, Tratamento, limpeza e conserto de couro, 370034
(974, Treinamento de animais, 410005
(975, Treinamento prático [demonstração], 410061
(976, Triagem de lixo e de material reciclável [transformação], 400116
(977, Upcycling [reciclagem de resíduos com a finalidade de transformá-los em novos materiais de maior valor ou qualidade, sem destruir-lhes a forma], 400124
(978, Urdidura [tear], 400046
(979, Venda de assinaturas de serviços de telecomunicações para terceiros, 350094
(980, Vendas de assinaturas de jornal [para terceiros], 350076
(981, Verificação de validade de cheque, 360053
(982, Vistoria de veículos automotores, 420195
(983, Vulcanização [tratamento de material], 400101
(984, Vulcanização de pneus [reparo], 370113
(